,Date,LeftTeam,LeftScore,RightScore,RightTeam
14228,2016-03-07,Chicago Bulls,100,90,Milwaukee Bucks
14229,2016-03-07,New Orleans Pelicans,115,112,Sacramento Kings
14230,2016-03-07,Dallas Mavericks,90,109,Los Angeles Clippers
14231,2016-03-07,Golden State Warriors,119,113,Orlando Magic
14232,2016-03-08,Toronto Raptors,104,99,Brooklyn Nets
14233,2016-03-08,Minnesota Timberwolves,91,116,San Antonio Spurs
14234,2016-03-08,Denver Nuggets,110,94,New York Knicks
14235,2016-03-08,Utah Jazz,84,91,Atlanta Hawks
14236,2016-03-08,Portland Trail Blazers,116,109,Washington Wizards
14237,2016-03-08,Los Angeles Lakers,107,98,Orlando Magic
14238,2016-03-09,Boston Celtics,116,96,Memphis Grizzlies
14239,2016-03-09,Charlotte Hornets,122,113,New Orleans Pelicans
14240,2016-03-09,Philadelphia 76ers,104,118,Houston Rockets
14241,2016-03-09,Milwaukee Bucks,114,108,Miami Heat
14242,2016-03-09,Dallas Mavericks,96,102,Detroit Pistons
14243,2016-03-09,Phoenix Suns,97,128,New York Knicks
14244,2016-03-09,Oklahoma City Thunder,120,108,Los Angeles Clippers
14245,2016-03-09,Sacramento Kings,111,120,Cleveland Cavaliers
14246,2016-03-09,Golden State Warriors,115,94,Utah Jazz
14247,2016-03-10,Toronto Raptors,104,96,Atlanta Hawks
14248,2016-03-10,San Antonio Spurs,109,101,Chicago Bulls
14249,2016-03-10,Denver Nuggets,116,98,Phoenix Suns
14250,2016-03-10,Los Angeles Lakers,108,120,Cleveland Cavaliers
14251,2016-03-11,Charlotte Hornets,118,103,Detroit Pistons
14252,2016-03-11,Philadelphia 76ers,95,89,Brooklyn Nets
14253,2016-03-11,Boston Celtics,98,102,Houston Rockets
14254,2016-03-11,Chicago Bulls,96,118,Miami Heat
14255,2016-03-11,Memphis Grizzlies,121,114,New Orleans Pelicans
14256,2016-03-11,Oklahoma City Thunder,96,99,Minnesota Timberwolves
14257,2016-03-11,Utah Jazz,114,93,Washington Wizards
14258,2016-03-11,Sacramento Kings,100,107,Orlando Magic
14259,2016-03-11,Golden State Warriors,128,112,Portland Trail Blazers
14260,2016-03-11,Los Angeles Clippers,101,94,New York Knicks
14261,2016-03-12,Dallas Mavericks,105,112,Indiana Pacers
14262,2016-03-12,Charlotte Hornets,125,109,Houston Rockets
14263,2016-03-12,Philadelphia 76ers,111,125,Detroit Pistons
14264,2016-03-12,Toronto Raptors,112,104,Miami Heat
14265,2016-03-12,Atlanta Hawks,95,83,Memphis Grizzlies
14266,2016-03-12,Milwaukee Bucks,103,92,New Orleans Pelicans
14267,2016-03-12,San Antonio Spurs,93,85,Oklahoma City Thunder
14268,2016-03-12,Denver Nuggets,116,100,Washington Wizards
14269,2016-03-12,Golden State Warriors,123,116,Phoenix Suns
14270,2016-03-12,Portland Trail Blazers,121,84,Orlando Magic
14271,2016-03-13,Los Angeles Clippers,90,114,Cleveland Cavaliers
14272,2016-03-13,Atlanta Hawks,104,75,Indiana Pacers
14273,2016-03-13,Sacramento Kings,99,108,Utah Jazz
14274,2016-03-13,Brooklyn Nets,100,109,Milwaukee Bucks
14275,2016-03-13,Los Angeles Lakers,87,90,New York Knicks
14276,2016-03-14,Charlotte Hornets,96,107,Dallas Mavericks
14277,2016-03-14,Miami Heat,124,119,Denver Nuggets
14278,2016-03-14,Toronto Raptors,107,109,Chicago Bulls
14279,2016-03-14,Houston Rockets,130,81,Memphis Grizzlies
14280,2016-03-14,Oklahoma City Thunder,128,94,Portland Trail Blazers
14281,2016-03-14,Washington Wizards,124,81,Detroit Pistons
14282,2016-03-14,Phoenix Suns,107,104,Minnesota Timberwolves
14283,2016-03-14,Golden State Warriors,125,107,New Orleans Pelicans
14284,2016-03-14,Utah Jazz,94,85,Cleveland Cavaliers
14285,2016-03-15,Indiana Pacers,103,98,Boston Celtics
14286,2016-03-15,Orlando Magic,116,110,Denver Nuggets
14287,2016-03-15,Brooklyn Nets,131,114,Philadelphia 76ers
14288,2016-03-15,Milwaukee Bucks,89,107,Toronto Raptors
14289,2016-03-15,San Antonio Spurs,108,87,Los Angeles Clippers
14290,2016-03-15,Los Angeles Lakers,98,106,Sacramento Kings
14291,2016-03-16,Boston Celtics,109,130,Oklahoma City Thunder
14292,2016-03-16,Charlotte Hornets,107,99,Orlando Magic
14293,2016-03-16,Cleveland Cavaliers,99,98,Dallas Mavericks
14294,2016-03-16,Washington Wizards,117,96,Chicago Bulls
14295,2016-03-16,Detroit Pistons,114,118,Atlanta Hawks
14296,2016-03-16,Memphis Grizzlies,108,114,Minnesota Timberwolves
14297,2016-03-16,Houston Rockets,106,122,Los Angeles Clippers
14298,2016-03-16,Sacramento Kings,108,123,New Orleans Pelicans
14299,2016-03-16,Golden State Warriors,121,85,New York Knicks
14300,2016-03-17,Indiana Pacers,94,101,Toronto Raptors
14301,2016-03-17,Philadelphia 76ers,94,99,Washington Wizards
14302,2016-03-17,Miami Heat,106,109,Charlotte Hornets
14303,2016-03-17,Atlanta Hawks,116,98,Denver Nuggets
14304,2016-03-17,Chicago Bulls,118,102,Brooklyn Nets
14305,2016-03-17,Milwaukee Bucks,96,86,Memphis Grizzlies
14306,2016-03-17,San Antonio Spurs,118,110,Portland Trail Blazers
14307,2016-03-17,Utah Jazz,103,69,Phoenix Suns
14308,2016-03-18,Orlando Magic,103,109,Cleveland Cavaliers
14309,2016-03-18,Philadelphia 76ers,97,111,Oklahoma City Thunder
14310,2016-03-18,Detroit Pistons,115,108,Sacramento Kings
14311,2016-03-18,Toronto Raptors,105,91,Boston Celtics
14312,2016-03-18,Houston Rockets,116,111,Minnesota Timberwolves
14313,2016-03-18,New Orleans Pelicans,112,117,Portland Trail Blazers
14314,2016-03-18,Dallas Mavericks,112,130,Golden State Warriors
14315,2016-03-18,Los Angeles Lakers,90,95,Phoenix Suns
14316,2016-03-19,Charlotte Hornets,93,101,Denver Nuggets
14317,2016-03-19,Detroit Pistons,115,103,Brooklyn Nets
14318,2016-03-19,Indiana Pacers,111,115,Oklahoma City Thunder
14319,2016-03-19,Washington Wizards,99,89,New York Knicks
14320,2016-03-19,Atlanta Hawks,109,97,Houston Rockets
14321,2016-03-19,Miami Heat,122,101,Cleveland Cavaliers
14322,2016-03-19,Chicago Bulls,92,85,Utah Jazz
14323,2016-03-19,Memphis Grizzlies,113,102,Los Angeles Clippers
14324,2016-03-19,San Antonio Spurs,87,79,Golden State Warriors
14325,2016-03-20,Dallas Mavericks,132,120,Portland Trail Blazers
14326,2016-03-20,Toronto Raptors,105,100,Orlando Magic
14327,2016-03-20,New Orleans Pelicans,109,105,Los Angeles Clippers
14328,2016-03-20,Philadelphia 76ers,105,120,Boston Celtics
14329,2016-03-20,Milwaukee Bucks,85,94,Utah Jazz
14330,2016-03-20,New York Knicks,80,88,Sacramento Kings
14331,2016-03-21,Charlotte Hornets,91,88,San Antonio Spurs
14332,2016-03-21,Cleveland Cavaliers,124,91,Denver Nuggets
14333,2016-03-21,Indiana Pacers,91,75,Philadelphia 76ers
14334,2016-03-21,Boston Celtics,107,96,Orlando Magic
14335,2016-03-21,Detroit Pistons,92,91,Milwaukee Bucks
14336,2016-03-21,Atlanta Hawks,102,117,Washington Wizards
14337,2016-03-21,Chicago Bulls,109,102,Sacramento Kings
14338,2016-03-21,Minnesota Timberwolves,104,109,Golden State Warriors
14339,2016-03-21,Phoenix Suns,97,103,Memphis Grizzlies
14340,2016-03-22,Brooklyn Nets,100,105,Charlotte Hornets
14341,2016-03-22,New Orleans Pelicans,99,113,Miami Heat
14342,2016-03-22,Oklahoma City Thunder,111,107,Houston Rockets
14343,2016-03-22,Los Angeles Lakers,107,100,Memphis Grizzlies
14344,2016-03-23,Cleveland Cavaliers,113,104,Milwaukee Bucks
14345,2016-03-23,Washington Wizards,101,122,Atlanta Hawks
14346,2016-03-23,Boston Celtics,91,79,Toronto Raptors
14347,2016-03-23,Detroit Pistons,118,102,Orlando Magic
14348,2016-03-23,Chicago Bulls,107,115,New York Knicks
14349,2016-03-23,Houston Rockets,87,89,Utah Jazz
14350,2016-03-23,Minnesota Timberwolves,113,104,Sacramento Kings
14351,2016-03-23,San Antonio Spurs,112,88,Miami Heat
14352,2016-03-23,Denver Nuggets,104,103,Philadelphia 76ers
14353,2016-03-23,Phoenix Suns,119,107,Los Angeles Lakers
14354,2016-03-23,Portland Trail Blazers,109,103,Dallas Mavericks
14355,2016-03-23,Golden State Warriors,114,98,Los Angeles Clippers
14356,2016-03-24,Indiana Pacers,92,84,New Orleans Pelicans
14357,2016-03-24,Brooklyn Nets,104,95,Cleveland Cavaliers
14358,2016-03-24,New York Knicks,106,94,Chicago Bulls
14359,2016-03-24,Oklahoma City Thunder,113,91,Utah Jazz
14360,2016-03-24,Los Angeles Clippers,96,94,Portland Trail Blazers
14361,2016-03-25,Washington Wizards,129,132,Minnesota Timberwolves
14362,2016-03-25,Detroit Pistons,112,105,Charlotte Hornets
14363,2016-03-25,Atlanta Hawks,101,90,Milwaukee Bucks
14364,2016-03-25,Houston Rockets,112,109,Toronto Raptors
14365,2016-03-25,Miami Heat,108,97,Orlando Magic
14366,2016-03-25,San Antonio Spurs,110,104,Memphis Grizzlies
14367,2016-03-25,Sacramento Kings,116,94,Phoenix Suns
14368,2016-03-25,Golden State Warriors,128,120,Dallas Mavericks
14369,2016-03-25,Los Angeles Lakers,105,116,Denver Nuggets
14370,2016-03-26,Brooklyn Nets,120,110,Indiana Pacers
14371,2016-03-26,New Orleans Pelicans,91,115,Toronto Raptors
14372,2016-03-26,Orlando Magic,111,89,Chicago Bulls
14373,2016-03-26,Detroit Pistons,95,112,Atlanta Hawks
14374,2016-03-26,New York Knicks,93,107,Cleveland Cavaliers
14375,2016-03-26,Minnesota Timberwolves,84,93,Utah Jazz
14376,2016-03-26,Oklahoma City Thunder,111,92,San Antonio Spurs
14377,2016-03-26,Milwaukee Bucks,91,115,Charlotte Hornets
14378,2016-03-26,Phoenix Suns,99,102,Boston Celtics
14379,2016-03-26,Portland Trail Blazers,108,105,Philadelphia 76ers
14380,2016-03-27,Los Angeles Clippers,105,90,Denver Nuggets
14381,2016-03-27,Indiana Pacers,104,101,Houston Rockets
14382,2016-03-27,Sacramento Kings,133,111,Dallas Mavericks
14383,2016-03-27,Golden State Warriors,117,105,Philadelphia 76ers
14384,2016-03-27,Los Angeles Lakers,88,101,Washington Wizards
14385,2016-03-28,Miami Heat,110,99,Brooklyn Nets
14386,2016-03-28,Toronto Raptors,100,119,Oklahoma City Thunder
14387,2016-03-28,Chicago Bulls,100,102,Atlanta Hawks
14388,2016-03-28,Memphis Grizzlies,87,101,San Antonio Spurs
14389,2016-03-28,Minnesota Timberwolves,121,116,Phoenix Suns
14390,2016-03-28,New Orleans Pelicans,99,91,New York Knicks
14391,2016-03-28,Denver Nuggets,88,97,Dallas Mavericks
14392,2016-03-28,Utah Jazz,123,75,Los Angeles Lakers
14393,2016-03-28,Portland Trail Blazers,105,93,Sacramento Kings
14394,2016-03-28,Los Angeles Clippers,114,90,Boston Celtics
14395,2016-03-29,Indiana Pacers,96,98,Chicago Bulls
14396,2016-03-29,Orlando Magic,139,105,Brooklyn Nets
14397,2016-03-29,Philadelphia 76ers,85,100,Charlotte Hornets
14398,2016-03-29,Detroit Pistons,88,82,Oklahoma City Thunder
14399,2016-03-29,Cleveland Cavaliers,100,106,Houston Rockets
14400,2016-03-29,Golden State Warriors,102,94,Washington Wizards
14401,2016-03-30,Toronto Raptors,105,97,Atlanta Hawks
14402,2016-03-30,Memphis Grizzlies,105,109,Denver Nuggets
14403,2016-03-30,Milwaukee Bucks,105,94,Phoenix Suns
14404,2016-03-30,Minnesota Timberwolves,79,99,Los Angeles Clippers
14405,2016-03-30,Dallas Mavericks,91,89,New York Knicks
14406,2016-03-30,San Antonio Spurs,100,92,New Orleans Pelicans
14407,2016-03-30,Utah Jazz,96,103,Golden State Warriors
14408,2016-03-30,Sacramento Kings,120,111,Washington Wizards
14409,2016-03-30,Los Angeles Lakers,102,100,Miami Heat
14410,2016-03-31,Cleveland Cavaliers,107,87,Brooklyn Nets
14411,2016-03-31,Houston Rockets,100,103,Chicago Bulls
14412,2016-03-31,Indiana Pacers,94,114,Orlando Magic
14413,2016-03-31,New Orleans Pelicans,101,95,Denver Nuggets
14414,2016-03-31,Oklahoma City Thunder,119,117,Los Angeles Clippers
14415,2016-03-31,Portland Trail Blazers,116,109,Boston Celtics
14416,2016-04-01,Charlotte Hornets,100,91,Philadelphia 76ers
14417,2016-04-01,Detroit Pistons,89,98,Dallas Mavericks
14418,2016-04-01,New York Knicks,105,91,Brooklyn Nets
14419,2016-04-01,Atlanta Hawks,108,110,Cleveland Cavaliers
14420,2016-04-01,Memphis Grizzlies,95,99,Toronto Raptors
14421,2016-04-01,Milwaukee Bucks,113,110,Orlando Magic
14422,2016-04-01,Utah Jazz,98,85,Minnesota Timberwolves
14423,2016-04-01,Sacramento Kings,106,112,Miami Heat
14424,2016-04-01,Golden State Warriors,106,109,Boston Celtics
14425,2016-04-01,Phoenix Suns,99,106,Washington Wizards
14426,2016-04-02,Philadelphia 76ers,102,115,Indiana Pacers
14427,2016-04-02,Chicago Bulls,90,94,Detroit Pistons
14428,2016-04-02,San Antonio Spurs,102,95,Toronto Raptors
14429,2016-04-02,Denver Nuggets,106,115,Sacramento Kings
14430,2016-04-02,Portland Trail Blazers,110,93,Miami Heat
14431,2016-04-03,Brooklyn Nets,87,106,New Orleans Pelicans
14432,2016-04-03,Cleveland Cavaliers,112,103,Charlotte Hornets
14433,2016-04-03,Houston Rockets,118,110,Oklahoma City Thunder
14434,2016-04-03,Los Angeles Clippers,114,109,Washington Wizards
14435,2016-04-03,Minnesota Timberwolves,78,88,Dallas Mavericks
14436,2016-04-03,Orlando Magic,119,107,Memphis Grizzlies
14437,2016-04-03,Phoenix Suns,86,101,Utah Jazz
14438,2016-04-03,Milwaukee Bucks,98,102,Chicago Bulls
14439,2016-04-03,New York Knicks,87,92,Indiana Pacers
14440,2016-04-03,Golden State Warriors,136,111,Portland Trail Blazers
14441,2016-04-03,Los Angeles Lakers,100,107,Boston Celtics
14442,2016-04-05,Philadelphia 76ers,107,93,New Orleans Pelicans
14443,2016-04-05,Toronto Raptors,96,90,Charlotte Hornets
14444,2016-04-05,Atlanta Hawks,103,90,Phoenix Suns
14445,2016-04-05,Memphis Grizzlies,108,92,Chicago Bulls
14446,2016-04-05,Miami Heat,107,89,Detroit Pistons
14447,2016-04-05,Milwaukee Bucks,80,109,Cleveland Cavaliers
14448,2016-04-05,Denver Nuggets,102,124,Oklahoma City Thunder
14449,2016-04-05,Utah Jazz,86,88,San Antonio Spurs
14450,2016-04-05,Sacramento Kings,107,115,Portland Trail Blazers
14451,2016-04-05,Golden State Warriors,117,124,Minnesota Timberwolves
14452,2016-04-05,Los Angeles Clippers,103,81,Los Angeles Lakers
14453,2016-04-06,Indiana Pacers,123,109,Cleveland Cavaliers
14454,2016-04-06,Orlando Magic,104,108,Detroit Pistons
14455,2016-04-06,Washington Wizards,121,103,Brooklyn Nets
14456,2016-04-06,Boston Celtics,104,97,New Orleans Pelicans
14457,2016-04-06,New York Knicks,97,111,Charlotte Hornets
14458,2016-04-06,Dallas Mavericks,88,86,Houston Rockets
14459,2016-04-06,Portland Trail Blazers,120,115,Oklahoma City Thunder
14460,2016-04-06,Los Angeles Lakers,81,91,Los Angeles Clippers
14461,2016-04-07,Atlanta Hawks,95,87,Toronto Raptors
14462,2016-04-07,Houston Rockets,115,124,Phoenix Suns
14463,2016-04-07,Miami Heat,106,98,Chicago Bulls
14464,2016-04-07,Sacramento Kings,97,105,Minnesota Timberwolves
14465,2016-04-07,Golden State Warriors,112,101,San Antonio Spurs
14466,2016-04-08,Charlotte Hornets,113,99,Brooklyn Nets
14467,2016-04-08,Orlando Magic,112,109,Miami Heat
14468,2016-04-08,Philadelphia 76ers,102,109,New York Knicks
14469,2016-04-08,Boston Celtics,124,109,Milwaukee Bucks
14470,2016-04-08,Detroit Pistons,112,99,Washington Wizards
14471,2016-04-08,Toronto Raptors,111,98,Indiana Pacers
14472,2016-04-08,New Orleans Pelicans,110,102,Los Angeles Lakers
14473,2016-04-08,Dallas Mavericks,103,93,Memphis Grizzlies
14474,2016-04-08,Denver Nuggets,102,98,San Antonio Spurs
14475,2016-04-08,Utah Jazz,99,102,Los Angeles Clippers
14476,2016-04-09,New Orleans Pelicans,100,121,Phoenix Suns
14477,2016-04-09,Atlanta Hawks,118,107,Boston Celtics
14478,2016-04-09,Memphis Grizzlies,99,100,Golden State Warriors
14479,2016-04-09,Chicago Bulls,105,102,Cleveland Cavaliers
14480,2016-04-09,Portland Trail Blazers,105,106,Minnesota Timberwolves
14481,2016-04-09,Sacramento Kings,114,112,Oklahoma City Thunder
14482,2016-04-10,Washington Wizards,113,98,Charlotte Hornets
14483,2016-04-10,Houston Rockets,130,110,Los Angeles Lakers
14484,2016-04-10,Los Angeles Clippers,98,91,Dallas Mavericks
14485,2016-04-10,Denver Nuggets,84,100,Utah Jazz
14486,2016-04-10,Philadelphia 76ers,108,109,Milwaukee Bucks
14487,2016-04-10,Indiana Pacers,129,105,Brooklyn Nets
14488,2016-04-10,Miami Heat,118,96,Orlando Magic
14489,2016-04-10,San Antonio Spurs,86,92,Golden State Warriors
14490,2016-04-10,New York Knicks,89,93,Toronto Raptors
14491,2016-04-11,Cleveland Cavaliers,109,94,Atlanta Hawks
14492,2016-04-11,Orlando Magic,107,98,Milwaukee Bucks
14493,2016-04-11,Boston Celtics,100,114,Charlotte Hornets
14494,2016-04-11,Brooklyn Nets,111,120,Washington Wizards
14495,2016-04-11,Minnesota Timberwolves,105,129,Houston Rockets
14496,2016-04-11,New Orleans Pelicans,116,121,Chicago Bulls
14497,2016-04-11,Oklahoma City Thunder,112,79,Los Angeles Lakers
14498,2016-04-11,Utah Jazz,92,101,Dallas Mavericks
14499,2016-04-11,Phoenix Suns,101,105,Sacramento Kings
14500,2016-04-12,Indiana Pacers,102,90,New York Knicks
14501,2016-04-12,Detroit Pistons,93,99,Miami Heat
14502,2016-04-12,Toronto Raptors,122,98,Philadelphia 76ers
14503,2016-04-12,San Antonio Spurs,102,98,Oklahoma City Thunder
14504,2016-04-12,Los Angeles Clippers,110,84,Memphis Grizzlies
14505,2016-04-13,Boston Celtics,98,88,Miami Heat
14506,2016-04-13,Brooklyn Nets,96,103,Toronto Raptors
14507,2016-04-13,Chicago Bulls,115,105,Philadelphia 76ers
14508,2016-04-13,Charlotte Hornets,117,103,Orlando Magic
14509,2016-04-13,Cleveland Cavaliers,110,112,Detroit Pistons
14510,2016-04-13,Dallas Mavericks,91,96,San Antonio Spurs
14511,2016-04-13,Houston Rockets,116,81,Sacramento Kings
14512,2016-04-13,Milwaukee Bucks,92,97,Indiana Pacers
14513,2016-04-13,Minnesota Timberwolves,144,109,New Orleans Pelicans
14514,2016-04-13,Washington Wizards,109,98,Atlanta Hawks
14515,2016-04-13,Golden State Warriors,125,104,Memphis Grizzlies
14516,2016-04-13,Los Angeles Lakers,101,96,Utah Jazz
14517,2016-04-13,Phoenix Suns,114,105,Los Angeles Clippers
14518,2016-04-13,Portland Trail Blazers,107,99,Denver Nuggets
14519,2016-10-25,Cleveland Cavaliers,117,88,New York Knicks
14520,2016-10-25,Portland Trail Blazers,113,104,Utah Jazz
14521,2016-10-25,Golden State Warriors,100,129,San Antonio Spurs
14522,2016-10-26,Indiana Pacers,130,121,Dallas Mavericks
14523,2016-10-26,Orlando Magic,96,108,Miami Heat
14524,2016-10-26,Toronto Raptors,109,91,Detroit Pistons
14525,2016-10-26,Boston Celtics,122,117,Brooklyn Nets
14526,2016-10-26,Milwaukee Bucks,96,107,Charlotte Hornets
14527,2016-10-26,New Orleans Pelicans,102,107,Denver Nuggets
14528,2016-10-26,Memphis Grizzlies,102,98,Minnesota Timberwolves
14529,2016-10-26,Philadelphia 76ers,97,103,Oklahoma City Thunder
14530,2016-10-26,Phoenix Suns,94,113,Sacramento Kings
14531,2016-10-26,Los Angeles Lakers,120,114,Houston Rockets
14532,2016-10-27,Atlanta Hawks,114,99,Washington Wizards
14533,2016-10-27,Chicago Bulls,105,99,Boston Celtics
14534,2016-10-27,Portland Trail Blazers,106,114,Los Angeles Clippers
14535,2016-10-27,Sacramento Kings,94,102,San Antonio Spurs
14536,2016-10-28,Toronto Raptors,91,94,Cleveland Cavaliers
14537,2016-10-28,Brooklyn Nets,103,94,Indiana Pacers
14538,2016-10-28,Detroit Pistons,108,82,Orlando Magic
14539,2016-10-28,Oklahoma City Thunder,113,110,Phoenix Suns
14540,2016-10-28,Miami Heat,91,97,Charlotte Hornets
14541,2016-10-28,Dallas Mavericks,98,106,Houston Rockets
14542,2016-10-28,Utah Jazz,96,89,Los Angeles Lakers
14543,2016-10-28,New Orleans Pelicans,114,122,Golden State Warriors
14544,2016-10-29,Philadelphia 76ers,72,104,Atlanta Hawks
14545,2016-10-29,Charlotte Hornets,98,104,Boston Celtics
14546,2016-10-29,Cleveland Cavaliers,105,99,Orlando Magic
14547,2016-10-29,New York Knicks,111,104,Memphis Grizzlies
14548,2016-10-29,San Antonio Spurs,98,79,New Orleans Pelicans
14549,2016-10-29,Milwaukee Bucks,110,108,Brooklyn Nets
14550,2016-10-29,Chicago Bulls,118,101,Indiana Pacers
14551,2016-10-29,Denver Nuggets,113,115,Portland Trail Blazers
14552,2016-10-29,Sacramento Kings,106,103,Minnesota Timberwolves
14553,2016-10-30,Los Angeles Clippers,88,75,Utah Jazz
14554,2016-10-30,Detroit Pistons,98,83,Milwaukee Bucks
14555,2016-10-30,Miami Heat,99,106,San Antonio Spurs
14556,2016-10-30,Phoenix Suns,100,106,Golden State Warriors
14557,2016-10-30,Oklahoma City Thunder,113,96,Los Angeles Lakers
14558,2016-10-30,Houston Rockets,93,92,Dallas Mavericks
