Season,Date,LeftTeam,LeftScore,RightScore,RightTeam,Overtime,Left_B2B,Right_B2B,Left_EWMA_7,Right_EWMA_7,Left_EWMA_28,Right_EWMA_28
2015-2016,2015-11-01,Miami Heat,109,89,Houston Rockets,0OT,0,0,14.0625,14.0625,5.753656888175639,5.753656685718044
2015-2016,2015-11-01,Toronto Raptors,106,87,Milwaukee Bucks,0OT,0,0,14.0625,14.0625,5.753656488631445,5.7536566117121
2015-2016,2015-11-01,Chicago Bulls,92,87,Orlando Magic,0OT,0,0,18.796875,15.9375,8.562048390149842,6.3957479037006095
2015-2016,2015-11-01,Oklahoma City Thunder,117,93,Denver Nuggets,0OT,0,0,15.9375,14.0625,6.395749092306331,5.753656383578838
2015-2016,2015-11-01,Los Angeles Lakers,93,103,Dallas Mavericks,0OT,0,0,14.0625,11.8125,5.753658103215239,5.541101003328294
2015-2016,2015-11-02,Philadelphia 76ers,100,107,Cleveland Cavaliers,0OT,0,0,10.546875,13.39453125,5.356851760093475,7.672656953460827
2015-2016,2015-11-02,Brooklyn Nets,96,103,Milwaukee Bucks,0OT,0,1,19.546875,22.546875,8.438899371835529,8.6671975350423
2015-2016,2015-11-02,New York Knicks,84,94,San Antonio Spurs,0OT,0,1,17.859375,22.546875,8.241001889937378,8.667197363485132
2015-2016,2015-11-02,Houston Rockets,110,105,Oklahoma City Thunder,0OT,1,1,22.546875,23.953125,8.667197603944386,9.26500777559555
2015-2016,2015-11-02,Minnesota Timberwolves,101,106,Portland Trail Blazers,0OT,0,0,10.546875,19.546875,5.356853271123311,8.438898942079383
2015-2016,2015-11-02,Golden State Warriors,119,69,Memphis Grizzlies,0OT,0,0,18.59765625,17.859375,8.267357113177471,8.24100154428563
2015-2016,2015-11-02,Los Angeles Clippers,102,96,Phoenix Suns,0OT,0,0,17.859375,19.546875,8.241000450408164,8.438896224439446
2015-2016,2015-11-03,Charlotte Hornets,130,105,Chicago Bulls,0OT,0,0,16.91015625,19.5732421875,8.069461117133928,10.50384456173512
2015-2016,2015-11-03,Detroit Pistons,82,94,Indiana Pacers,0OT,0,0,10.5732421875,13.39453125,7.421800469244056,7.672657769645121
2015-2016,2015-11-03,Miami Heat,92,98,Atlanta Hawks,0OT,0,0,16.91015625,19.9951171875,8.069460013650465,10.397095776241512
2015-2016,2015-11-03,New Orleans Pelicans,94,103,Orlando Magic,0OT,0,0,11.7333984375,17.96484375,7.341405647170678,8.626040691792799
2015-2016,2015-11-03,Dallas Mavericks,91,102,Toronto Raptors,0OT,0,0,15.64453125,16.91015625,7.885211214537843,8.069459667315485
2015-2016,2015-11-03,Sacramento Kings,89,103,Memphis Grizzlies,0OT,0,1,14.66015625,25.39453125,7.856905973365643,10.983001437783173
2015-2016,2015-11-03,Los Angeles Lakers,109,120,Denver Nuggets,0OT,0,0,16.91015625,16.91015625,8.06946106687742,8.069459576253237
2015-2016,2015-11-04,Indiana Pacers,100,98,Boston Celtics,0OT,1,0,22.0458984375,12.6826171875,10.453853785531663,7.512945986525802
2015-2016,2015-11-04,Washington Wizards,102,99,San Antonio Spurs,0OT,0,0,10.9951171875,21.6826171875,7.315049793870161,10.594990342426469
2015-2016,2015-11-04,Atlanta Hawks,101,87,Brooklyn Nets,0OT,1,0,26.996337890625,19.9951171875,12.990399515811061,10.397095888309273
2015-2016,2015-11-04,Cleveland Cavaliers,96,86,New York Knicks,0OT,0,0,16.534423828125,19.0458984375,9.732897644557601,10.225553362383291
2015-2016,2015-11-04,Houston Rockets,119,114,Orlando Magic,1OT,0,1,21.6826171875,25.4736328125,10.594990550862612,11.34148616132433
2015-2016,2015-11-04,Milwaukee Bucks,91,87,Philadelphia 76ers,0OT,0,0,21.6826171875,14.9326171875,10.594990491136546,7.725499325931205
2015-2016,2015-11-04,Oklahoma City Thunder,98,103,Toronto Raptors,0OT,0,1,22.4736328125,24.6826171875,11.113187477299828,10.823290035086831
2015-2016,2015-11-04,Phoenix Suns,118,97,Sacramento Kings,0OT,0,1,19.9951171875,22.9951171875,10.39709316006701,10.625395216581804
2015-2016,2015-11-04,Utah Jazz,92,108,Portland Trail Blazers,0OT,0,0,10.9951171875,19.9951171875,7.315049645630395,10.397095515785814
2015-2016,2015-11-04,Golden State Warriors,112,108,Los Angeles Clippers,0OT,0,0,19.461181640625,19.0458984375,10.248398734252529,10.225552114563081
2015-2016,2015-11-05,Chicago Bulls,104,98,Oklahoma City Thunder,0OT,0,1,20.00994873046875,28.855224609375,12.187042432229372,13.657105582313632
2015-2016,2015-11-05,Minnesota Timberwolves,84,96,Miami Heat,0OT,0,0,11.199462890625,18.511962890625,7.192707488438235,10.076856539775493
2015-2016,2015-11-05,Dallas Mavericks,94,108,Charlotte Hornets,0OT,0,0,17.800048828125,18.511962890625,9.917145036145168,10.076857496302773
2015-2016,2015-11-05,Denver Nuggets,84,96,Utah Jazz,0OT,0,1,18.511962890625,20.246337890625,10.076856160628548,10.120908290759333
2015-2016,2015-11-05,Portland Trail Blazers,115,96,Memphis Grizzlies,0OT,1,0,26.996337890625,23.284423828125,12.990399273317827,12.602387691015377
2015-2016,2015-11-06,Orlando Magic,92,87,Toronto Raptors,0OT,0,0,24.26641845703125,22.88397216796875,13.234177659459496,12.463945821139477
2015-2016,2015-11-06,Boston Celtics,118,98,Washington Wizards,0OT,0,0,16.13397216796875,15.18475341796875,9.594456152410594,9.422914744032518
2015-2016,2015-11-06,Brooklyn Nets,98,104,Los Angeles Lakers,0OT,0,0,20.24725341796875,13.88397216796875,12.09450999117415,9.381901766343361
2015-2016,2015-11-06,Cleveland Cavaliers,108,102,Philadelphia 76ers,0OT,0,0,18.300613403320312,17.39959716796875,11.518766210324008,9.778702745069975
2015-2016,2015-11-06,New York Knicks,92,99,Milwaukee Bucks,0OT,0,0,19.71331787109375,21.19647216796875,11.945812605442828,12.266050021448919
2015-2016,2015-11-06,Indiana Pacers,90,87,Miami Heat,0OT,0,1,21.40081787109375,25.88397216796875,12.143709167244449,12.692245743928906
2015-2016,2015-11-06,New Orleans Pelicans,115,121,Atlanta Hawks,0OT,0,0,11.700027465820312,24.185440063476562,8.794328892257182,14.34245094771256
2015-2016,2015-11-06,Phoenix Suns,92,100,Detroit Pistons,0OT,0,0,20.24725341796875,11.210586547851562,12.094507626264981,8.859211063845617
2015-2016,2015-11-06,Golden State Warriors,119,104,Denver Nuggets,0OT,0,1,19.946914672851562,25.88397216796875,11.965615549667174,12.692245390930026
2015-2016,2015-11-06,Sacramento Kings,110,116,Houston Rockets,0OT,0,0,21.93475341796875,22.13397216796875,12.292405603909792,12.58709644658602
2015-2016,2015-11-07,Chicago Bulls,93,102,Minnesota Timberwolves,1OT,0,0,20.255596160888672,15.299697875976562,13.64608077656981,9.316865349668815
2015-2016,2015-11-07,Philadelphia 76ers,97,105,Orlando Magic,0OT,1,1,25.049697875976562,30.199813842773438,12.414654279892734,15.631820579496772
2015-2016,2015-11-07,Atlanta Hawks,114,99,Washington Wizards,0OT,1,1,30.139080047607422,23.388565063476562,16.66366122718066,12.083403382375103
2015-2016,2015-11-07,Dallas Mavericks,107,98,New Orleans Pelicans,0OT,0,1,19.012527465820312,20.775020599365234,11.678476493876131,11.498168278998065
2015-2016,2015-11-07,Milwaukee Bucks,94,86,Brooklyn Nets,0OT,1,1,27.897354125976562,27.185440063476562,14.730460364797269,14.570750681438
2015-2016,2015-11-07,San Antonio Spurs,114,94,Charlotte Hornets,0OT,0,0,15.897354125976562,19.412979125976562,11.420115417195463,11.816919280386113
2015-2016,2015-11-07,Utah Jazz,89,79,Memphis Grizzlies,0OT,0,0,20.388565063476562,22.097488403320312,11.855103619457257,14.006112516944361
2015-2016,2015-11-07,Sacramento Kings,94,103,Golden State Warriors,0OT,1,1,28.451065063476562,26.960186004638672,14.75499832088153,14.450745511759091
2015-2016,2015-11-07,Los Angeles Clippers,105,109,Houston Rockets,0OT,0,1,14.784988403320312,28.600479125976562,11.121962453193863,15.029365657166293
2015-2016,2015-11-08,Cleveland Cavaliers,101,97,Indiana Pacers,0OT,0,0,19.294095039367676,21.037960052490234,13.066802101458027,13.608518410132225
2015-2016,2015-11-08,New York Knicks,99,95,Los Angeles Lakers,0OT,0,0,20.088741302490234,16.809734344482422,13.436976681769108,11.214514135153758
2015-2016,2015-11-08,Miami Heat,96,76,Toronto Raptors,0OT,0,0,23.559734344482422,21.872234344482422,14.084003742359299,13.886107614281425
2015-2016,2015-11-08,Oklahoma City Thunder,124,103,Phoenix Suns,0OT,0,0,18.923297882080078,20.389080047607422,13.891377636503309,13.565869274134567
2015-2016,2015-11-08,Portland Trail Blazers,103,120,Detroit Pistons,0OT,0,0,18.139080047607422,15.305954933166504,13.353316203891705,10.761432658196735
2015-2016,2015-11-09,Indiana Pacers,97,84,Orlando Magic,0OT,1,0,27.778470039367676,25.98739528656006,15.98034472667483,16.632101310883645
2015-2016,2015-11-09,Philadelphia 76ers,88,111,Chicago Bulls,0OT,0,0,23.090455055236816,21.331272840499878,13.843380463783355,15.231858366372643
2015-2016,2015-11-09,Atlanta Hawks,107,117,Minnesota Timberwolves,0OT,0,0,25.953232526779175,18.543580055236816,17.526526795023425,11.479185303101742
2015-2016,2015-11-09,Denver Nuggets,108,104,Portland Trail Blazers,0OT,0,1,17.669800758361816,25.604310035705566,13.112692854552286,15.742742672588827
2015-2016,2015-11-09,Sacramento Kings,88,106,San Antonio Spurs,0OT,0,0,25.003724098205566,17.942261695861816,15.87204967410539,12.981289107176567
2015-2016,2015-11-09,Golden State Warriors,109,95,Detroit Pistons,0OT,0,1,24.165104627609253,23.479466199874878,15.608315669527201,13.329609716252133
2015-2016,2015-11-09,Los Angeles Clippers,94,92,Memphis Grizzlies,0OT,0,0,17.316555976867676,21.429837226867676,12.722842602114536,15.222896581275194
2015-2016,2015-11-10,Cleveland Cavaliers,118,114,Utah Jazz,0OT,0,0,19.852928459644318,15.351425886154175,14.408678634914269,12.437082477419212
2015-2016,2015-11-10,Washington Wizards,101,125,Oklahoma City Thunder,0OT,0,0,16.617050886154175,19.644355058670044,12.621330467640703,15.123441494662204
2015-2016,2015-11-10,Miami Heat,101,88,Los Angeles Lakers,0OT,0,0,22.252350568771362,18.455475568771362,15.290414658953543,12.803068733088097
2015-2016,2015-11-10,Toronto Raptors,109,111,New York Knicks,0OT,0,0,21.303131818771362,20.299916982650757,15.118873306553104,14.729555292520427
2015-2016,2015-11-10,Milwaukee Bucks,83,99,Boston Celtics,0OT,0,0,18.519196271896362,10.167389631271362,14.75762234451206,9.880733926251713
2015-2016,2015-11-10,Minnesota Timberwolves,95,104,Charlotte Hornets,0OT,1,0,25.907685041427612,14.939850568771362,13.997862178749896,12.406266029596942
2015-2016,2015-11-10,New Orleans Pelicans,120,105,Dallas Mavericks,0OT,0,0,15.514461815357208,14.770910024642944,12.149019895670955,12.294536587353473
2015-2016,2015-11-11,Charlotte Hornets,95,93,New York Knicks,0OT,1,1,23.20488792657852,27.224937736988068,14.861006303417842,17.024068720622466
2015-2016,2015-11-11,Orlando Magic,101,99,Los Angeles Lakers,0OT,0,1,23.617909848690033,25.84160667657852,17.4991698640121,15.230443303219952
2015-2016,2015-11-11,Philadelphia 76ers,103,119,Toronto Raptors,0OT,0,1,21.98838096857071,27.97734886407852,15.081836335431705,17.386537216445994
2015-2016,2015-11-11,Boston Celtics,91,102,Indiana Pacers,0OT,1,0,19.62554222345352,24.625389397144318,12.509648827889524,16.93421082728413
2015-2016,2015-11-11,Atlanta Hawks,106,98,New Orleans Pelicans,0OT,0,1,23.598693296313286,23.635846361517906,18.27448042041864,14.621501282176405
2015-2016,2015-11-11,Dallas Mavericks,118,108,Los Angeles Clippers,0OT,1,0,23.07818251848221,18.740562736988068,14.756982339949785,14.110525870322824
2015-2016,2015-11-11,Houston Rockets,98,106,Brooklyn Nets,0OT,0,0,14.111870348453522,13.664143145084381,13.964448520757818,13.619851675492612
2015-2016,2015-11-11,Memphis Grizzlies,84,100,Golden State Warriors,0OT,0,0,21.054283440113068,22.592871353030205,16.277635681034024,16.61172666240824
2015-2016,2015-11-11,Denver Nuggets,103,102,Milwaukee Bucks,0OT,0,1,18.93926292657852,25.88939720392227,14.448457896514405,17.050200113856054
2015-2016,2015-11-11,Sacramento Kings,101,92,Detroit Pistons,0OT,0,0,23.06459480524063,22.20719973742962,16.840337945805977,14.636486900294654
2015-2016,2015-11-11,Portland Trail Blazers,101,113,San Antonio Spurs,0OT,0,0,23.40242439508438,19.09252220392227,16.72825137730946,14.33455381585222
2015-2016,2015-11-12,Miami Heat,92,91,Utah Jazz,0OT,0,0,21.51694719493389,17.635177060961723,16.3361620527671,13.86282179077123
2015-2016,2015-11-12,Minnesota Timberwolves,116,129,Golden State Warriors,0OT,0,1,23.573072835803032,28.944653514772654,15.215744980153001,18.77643516844905
2015-2016,2015-11-12,Phoenix Suns,118,104,Los Angeles Clippers,0OT,0,1,11.513732358813286,26.05542205274105,12.864797913298036,16.447730982714354
2015-2016,2015-11-13,Indiana Pacers,107,103,Minnesota Timberwolves,0OT,0,1,22.85178153589368,29.679804626852274,17.761046008430593,17.476728084970034
2015-2016,2015-11-13,Orlando Magic,102,93,Utah Jazz,0OT,0,1,22.285074289888144,25.226382795721292,18.250766743002163,16.217109943131835
2015-2016,2015-11-13,Boston Celtics,106,93,Atlanta Hawks,0OT,0,0,20.039367500692606,22.274264979176223,13.925724132617672,18.922825477390234
2015-2016,2015-11-13,New York Knicks,84,90,Cleveland Cavaliers,0OT,0,0,24.314027477055788,15.125454193912446,17.838937095521732,14.49793027885594
2015-2016,2015-11-13,Toronto Raptors,100,81,New Orleans Pelicans,0OT,0,0,24.73725873604417,22.295163578353822,18.15313392483844,15.756331075751008
2015-2016,2015-11-13,Chicago Bulls,102,97,Charlotte Hornets,0OT,0,0,11.811848047189415,22.05274945870042,14.116598695685932,15.963940065626167
2015-2016,2015-11-13,Memphis Grizzlies,101,100,Portland Trail Blazers,0OT,0,0,20.8430344350636,22.163863722234964,17.191910120658505,17.5825151653491
2015-2016,2015-11-13,Oklahoma City Thunder,102,85,Philadelphia 76ers,0OT,0,0,15.037462290376425,21.368464294821024,15.074775470065857,16.155361104078136
2015-2016,2015-11-13,Dallas Mavericks,90,82,Los Angeles Lakers,0OT,0,0,21.981477666646242,23.53590375557542,15.87376947184708,16.284177369854156
2015-2016,2015-11-13,Denver Nuggets,107,98,Houston Rockets,0OT,0,0,19.65333539620042,16.937927071005106,15.606332706966706,15.186781179111115
2015-2016,2015-11-13,Sacramento Kings,111,109,Brooklyn Nets,0OT,0,0,21.973834577947855,16.686080519109964,17.6796746284097,14.888075947008458
2015-2016,2015-11-14,Los Angeles Clippers,101,96,Detroit Pistons,0OT,0,0,23.65617490466684,16.11866238922812,17.33935301593194,14.681781608860538
2015-2016,2015-11-14,Washington Wizards,108,99,Orlando Magic,0OT,0,1,10.32023875694722,28.713805717416108,12.15508473301763,20.30243800210546
2015-2016,2015-11-14,Houston Rockets,98,110,Dallas Mavericks,0OT,1,1,24.70344530325383,28.48610824998468,17.44976178744828,18.089371577236935
2015-2016,2015-11-14,Milwaukee Bucks,108,105,Cleveland Cavaliers,2OT,0,1,17.67208944540471,23.344090645434335,16.629754759974933,16.808417845831393
2015-2016,2015-11-14,San Antonio Spurs,92,83,Philadelphia 76ers,0OT,0,1,14.804657804779708,28.026348221115768,14.438108276576294,18.351543096900333
2015-2016,2015-11-14,Phoenix Suns,105,81,Denver Nuggets,0OT,0,1,15.476474451832473,26.740001547150314,14.23357631247832,17.8403787271759
2015-2016,2015-11-14,Golden State Warriors,107,99,Brooklyn Nets,1OT,0,1,25.281367602059618,24.514560389332473,19.357932506301257,17.17165691618029
2015-2016,2015-11-15,New York Knicks,95,87,New Orleans Pelicans,0OT,0,0,22.67664045584388,21.541029512824025,18.545285544156172,16.740030147708065
2015-2016,2015-11-15,Minnesota Timberwolves,106,114,Memphis Grizzlies,0OT,0,0,25.694890102604404,20.724206869723275,18.231313643214214,17.98442625203335
2015-2016,2015-11-15,Charlotte Hornets,106,94,Portland Trail Blazers,0OT,0,0,21.404671570518985,21.467173343757167,16.919990853557046,18.323012551176568
2015-2016,2015-11-15,Atlanta Hawks,96,97,Utah Jazz,0OT,0,0,21.529274050786626,23.189840322593227,19.484827316310916,17.139444885306904
2015-2016,2015-11-15,Oklahoma City Thunder,85,100,Boston Celtics,0OT,0,0,17.45857253833674,20.27214421913959,16.14924056798812,15.153213903303547
2015-2016,2015-11-15,Sacramento Kings,107,101,Toronto Raptors,0OT,0,0,21.36028195009567,22.914708039024845,18.407232822961557,18.817639276108466
2015-2016,2015-11-15,Los Angeles Lakers,97,85,Detroit Pistons,0OT,0,1,22.238945862511173,24.08899679192109,17.197580621431246,16.97958977376671
2015-2016,2015-11-16,Philadelphia 76ers,86,92,Dallas Mavericks,0OT,0,0,24.76482087437762,25.023435890616383,18.989625347967113,18.762368465880765
2015-2016,2015-11-16,Chicago Bulls,96,95,Indiana Pacers,0OT,0,0,11.733123394908034,16.390595335455146,14.262208869866996,17.20343878731967
2015-2016,2015-11-16,Houston Rockets,95,111,Boston Celtics,0OT,0,1,22.89568798308028,27.204108164354693,18.207938576753623,17.418509496179166
2015-2016,2015-11-16,Memphis Grizzlies,122,114,Oklahoma City Thunder,0OT,1,1,27.543155152292456,25.093929403752554,20.05446582085864,18.34584466674756
2015-2016,2015-11-16,San Antonio Spurs,93,80,Portland Trail Blazers,0OT,0,1,17.327620015188586,28.100380007817876,15.597361395510248,20.369701340750595
2015-2016,2015-11-16,Phoenix Suns,120,101,Los Angeles Lakers,0OT,0,1,17.705516879155766,28.67920939688338,15.420067933170863,19.321885406160124
2015-2016,2015-11-17,Washington Wizards,115,86,Milwaukee Bucks,0OT,0,0,11.103850725587108,15.611662734780111,12.679180483004057,16.888247281175392
2015-2016,2015-11-17,Brooklyn Nets,90,88,Atlanta Hawks,0OT,0,0,17.795205164249637,21.110216653567477,17.0266810070596,19.971984677277835
2015-2016,2015-11-17,Detroit Pistons,104,99,Cleveland Cavaliers,0OT,0,0,22.550060695455613,18.00453824104261,17.800381623158064,17.032436281089804
2015-2016,2015-11-17,Miami Heat,91,103,Minnesota Timberwolves,0OT,0,0,8.902947430047789,23.453375682714977,13.915573721983309,18.885407426757624
2015-2016,2015-11-17,New York Knicks,102,94,Charlotte Hornets,0OT,0,0,21.755610256412183,21.04012775841693,19.157566185124672,17.74871977674564
2015-2016,2015-11-17,New Orleans Pelicans,98,115,Denver Nuggets,0OT,0,0,21.116829100963514,18.03093815270404,17.592725300450866,17.267463794620657
2015-2016,2015-11-17,Golden State Warriors,115,110,Toronto Raptors,0OT,0,0,18.1187019571189,21.889523271951475,18.791101952582213,19.39364926549711
2015-2016,2015-11-18,Charlotte Hornets,116,111,Brooklyn Nets,0OT,1,1,27.780095818812697,25.346403873187228,19.835014964556287,19.162771972089974
2015-2016,2015-11-18,Orlando Magic,104,101,Minnesota Timberwolves,1OT,0,1,14.14772759027619,29.590031762036233,17.926560948586104,20.893310362843305
2015-2016,2015-11-18,Philadelphia 76ers,85,112,Indiana Pacers,0OT,0,0,22.93021174183741,18.21970987619352,19.54273112802381,17.994419590910866
2015-2016,2015-11-18,Boston Celtics,102,106,Dallas Mavericks,0OT,0,0,24.302310842449515,23.075682688471716,18.18084830287112,19.34573913392042
2015-2016,2015-11-18,Atlanta Hawks,103,97,Sacramento Kings,0OT,1,0,27.832662490175608,15.76136894769661,21.904951251258673,17.724940081772615
2015-2016,2015-11-18,Houston Rockets,108,103,Portland Trail Blazers,1OT,0,0,21.878824490482657,24.806463754397555,18.865145329908906,20.739015787642312
2015-2016,2015-11-18,Oklahoma City Thunder,110,103,New Orleans Pelicans,0OT,0,1,23.11533528961081,27.837621825722636,18.984685805064174,19.689778728005976
2015-2016,2015-11-18,San Antonio Spurs,109,98,Denver Nuggets,0OT,0,1,18.74678625854358,25.52320361452803,16.602231221554067,19.38694905016406
2015-2016,2015-11-18,Utah Jazz,93,89,Toronto Raptors,0OT,0,1,16.533213886094018,28.417142453963606,16.701779231518135,21.366501040290412
2015-2016,2015-11-18,Phoenix Suns,97,103,Chicago Bulls,0OT,0,0,18.95935324452512,15.59988190963577,16.44854877916951,15.444887355687323
2015-2016,2015-11-19,Miami Heat,116,109,Sacramento Kings,0OT,0,1,14.007907929401881,23.821026710772458,15.14441527149326,19.812875248546916
2015-2016,2015-11-19,Cleveland Cavaliers,115,100,Milwaukee Bucks,0OT,0,0,19.127552760586468,17.781560288313813,17.846190307865,17.721203648010537
